-0.063349	0.052386	-0.255162	-0.128252	0.147650	-0.017615	-0.297162	0.035799	0.320573	-0.030690	0.169443	0.205623	-0.076698	0.080315	0.099958	-0.234005	0.114046	-0.017311	0.039264	-0.039894	-0.153672	-0.171904	-0.145589	-0.152149	-0.066288	0.220597	0.029619	-0.252487	-0.056750	0.130762	-0.042420	-0.016749	4.000000
0.050753	-0.135234	-0.171440	0.018613	0.229546	0.291928	-0.192239	-0.024840	-0.008823	0.103076	-0.044262	0.325439	-0.223858	0.018282	-0.348631	-0.242587	-0.150106	-0.186441	0.089640	0.133815	-0.236709	-0.008660	-0.265520	0.089531	0.229341	0.054393	-0.225681	0.004163	0.198640	-0.022431	-0.219553	-0.236909	7.000000
-0.006083	-0.084895	0.030709	0.065934	0.109491	-0.010288	-0.084564	0.011876	-0.075386	-0.058566	0.202578	0.050448	-0.061766	-0.146121	-0.005454	-0.010553	-0.087087	-0.128948	0.071859	-0.096021	0.059203	0.054375	0.042902	-0.144378	-0.103814	0.132396	0.019808	0.149252	0.028413	-0.078536	-0.000226	0.015632	1.000000
-0.060255	-0.133880	0.021891	0.111390	0.145080	0.067403	-0.125952	0.065655	-0.067488	-0.053663	0.266071	0.077457	-0.119164	-0.173879	-0.039605	0.026541	-0.101720	-0.149303	0.140121	-0.107624	0.101674	0.115857	0.035441	-0.132530	-0.104183	0.143054	0.012621	0.170501	0.078815	-0.073092	0.048536	0.025452	1.000000
0.025047	-0.077807	-0.027067	0.023457	0.098010	0.032381	-0.085895	-0.008144	-0.025973	-0.012198	0.216173	0.064110	-0.066403	-0.094860	-0.021557	-0.064325	-0.067175	-0.084560	0.111202	-0.073040	0.021943	0.022175	0.020981	-0.113430	-0.099580	0.147258	-0.014589	0.090290	0.024383	-0.049524	-0.011874	-0.017362	1.000000
0.241875	0.284035	-0.163656	-0.157604	-0.050055	0.034661	0.156765	-0.389701	-0.064184	-0.069098	0.164010	0.310300	0.073844	0.084878	-0.161304	-0.189857	-0.125154	-0.166616	-0.093757	0.158987	-0.198023	-0.056531	-0.084955	-0.117001	-0.156559	0.022115	-0.225243	0.008660	-0.141376	-0.107439	-0.188648	-0.198922	5.000000
0.276242	-0.120511	0.173856	0.061042	-0.094933	0.147316	0.183497	-0.188762	-0.180590	0.231879	0.189601	-0.060698	-0.013859	-0.114583	-0.207377	0.048255	-0.095926	0.085206	0.115032	0.067174	0.074514	0.125029	0.165714	0.105303	-0.004461	-0.097938	-0.059303	0.344061	0.070758	-0.157766	-0.127058	-0.151242	2.000000
0.208076	0.237769	-0.403909	-0.201780	0.063479	0.078035	-0.188564	-0.260157	0.289608	0.065638	-0.176449	0.431156	-0.042828	0.272540	-0.153975	-0.490354	0.022849	-0.069380	-0.104657	0.222987	-0.552777	-0.357595	-0.399759	-0.007932	0.163411	0.106749	-0.269277	-0.339611	-0.056740	0.138330	-0.364636	-0.297282	9.000000
0.030394	0.162873	-0.174441	-0.103688	0.017151	0.246148	0.113439	-0.161057	0.007703	-0.097668	0.014951	0.291793	-0.077828	0.121813	-0.334904	0.099159	-0.114090	-0.186455	-0.124698	0.299322	-0.189367	0.205171	-0.220352	0.151461	0.122314	-0.185507	-0.317891	0.058453	0.096327	0.057418	-0.074540	-0.315826	0.000000
0.011311	0.235461	-0.068445	-0.133961	-0.154532	-0.066018	0.102778	-0.107095	0.095326	-0.104895	0.275890	0.062790	0.074981	0.040037	0.057631	0.103270	0.087883	0.006264	-0.093006	0.048015	0.061280	0.072405	0.045836	-0.099687	-0.236946	-0.032067	0.009221	0.002002	-0.143663	0.038266	0.059543	-0.031864	6.000000
-0.136489	0.030623	-0.300240	-0.105831	0.186626	0.037384	-0.380424	0.105316	0.334732	-0.048205	0.228206	0.265531	-0.129097	0.044392	0.107509	-0.265215	0.102355	-0.058166	0.099374	-0.010573	-0.135720	-0.158837	-0.169284	-0.218839	-0.061427	0.282365	0.039545	-0.216745	-0.043502	0.146111	-0.021694	0.044065	4.000000
-0.060663	-0.066843	0.009463	0.086116	0.123063	0.023961	-0.094379	0.037582	-0.041923	-0.100278	0.244204	0.074758	-0.083698	-0.136966	-0.009978	0.018528	-0.078204	-0.159679	0.084711	-0.085631	0.087273	0.081139	0.017496	-0.159161	-0.126091	0.168320	0.031531	0.110970	0.030898	-0.049885	0.035012	0.050537	1.000000
0.187284	-0.254188	0.077288	0.089337	0.006099	0.227831	-0.015085	-0.016558	-0.114841	0.211702	0.117783	-0.028771	-0.116124	-0.098657	-0.179224	0.052183	-0.003172	0.062489	0.255280	0.021494	0.058345	0.106530	0.077212	0.139652	0.093249	-0.091386	-0.029862	0.249039	0.201381	-0.087417	-0.063766	-0.106868	2.000000
0.009191	0.193530	-0.251450	-0.202100	0.053371	-0.116288	-0.239069	-0.065676	0.308522	-0.024138	0.155253	0.200492	-0.020895	0.093220	0.137299	-0.315577	0.143774	0.020214	-0.024769	0.017481	-0.252910	-0.253351	-0.101866	-0.193194	-0.107098	0.198048	0.019945	-0.246148	-0.144588	0.099990	-0.138122	-0.032054	4.000000
0.392676	-0.078082	0.111730	-0.031617	-0.112198	-0.037596	0.048986	-0.235128	-0.031493	0.253859	-0.070164	-0.106101	0.059231	-0.034505	-0.042549	-0.106193	-0.019239	0.133588	0.027832	0.002643	-0.109597	-0.110493	0.101076	0.090014	-0.015625	-0.096417	0.006334	0.066793	0.031166	-0.084083	-0.228634	-0.155221	8.000000
0.091648	-0.157754	0.030817	0.070054	0.110552	0.160690	-0.072719	-0.028923	-0.096618	0.113522	0.133298	0.052050	-0.123091	-0.102655	-0.167731	-0.024906	-0.111897	-0.037518	0.160553	0.008082	0.018164	0.088410	-0.008852	0.022545	0.028802	0.042128	-0.060627	0.177555	0.112840	-0.068543	-0.077330	-0.119118	7.000000
0.336313	0.060901	-0.107855	-0.104162	-0.021977	0.275576	0.099165	-0.381698	-0.185444	0.115052	0.146124	0.363302	-0.045782	0.031669	-0.478182	-0.379552	-0.192325	-0.103192	0.059202	0.213674	-0.267042	-0.055070	-0.111733	0.022652	-0.043910	0.000982	-0.362601	0.195623	0.015044	-0.217607	-0.297721	-0.355544	3.000000
