0.928324	8.065878	9.668874	4.737672	1.184029	9.185143	1.537153	2.829774	5.903885	6.124545	5.662766	4.745383	5.107244	5.919619	5.331533	4.683643	5.226124	4.825196	4.510667	3.459931	5.304057	5.858778	3.810736	4.063901	4.920487	5.436234	4.749647	4.693339	4.717516	5.342652	4.672826	4.835744	0.000000
-0.450206	4.375300	4.699965	9.478388	6.813941	6.152342	3.147576	6.064904	7.259978	6.063137	5.834373	4.759078	5.257465	5.585401	5.370029	4.704517	5.361642	4.965986	4.561102	3.726575	5.196846	5.681340	3.767589	4.186676	5.004212	5.370581	4.925117	4.815748	4.586582	5.304122	4.662965	4.734623	5.000000
-0.626540	4.876876	0.161742	7.331738	5.029085	6.678106	5.519563	4.040104	5.566935	6.118243	5.802927	4.693712	5.183302	5.644797	5.330315	4.563877	5.394038	4.888246	4.529404	3.670835	5.174605	5.577456	3.794959	4.058646	4.974573	5.316749	4.824148	4.987392	4.556745	5.386439	4.688922	4.773885	9.000000
-0.138709	0.026815	7.601519	8.012376	6.520182	5.308821	3.315134	4.644536	5.945088	5.969072	5.826354	4.842436	5.148511	5.654984	5.471699	4.741654	5.222666	4.956851	4.543571	3.673140	5.235907	5.829513	3.700449	4.194280	4.927188	5.436224	4.850030	4.807582	4.620463	5.242932	4.667707	4.628044	3.000000
0.575756	0.162134	8.458652	6.791120	5.088980	5.379539	4.605441	5.023206	5.559003	5.952563	5.770227	4.849134	5.143745	5.686130	5.476512	4.735879	5.179518	4.863893	4.540153	3.757374	5.232935	5.754551	3.660064	4.174514	4.952782	5.423870	4.788032	4.773430	4.556509	5.256560	4.696059	4.593962	2.000000
-0.548287	4.818757	0.323836	7.179430	4.996795	6.564105	5.415174	4.077818	5.564371	6.106521	5.807148	4.696338	5.176705	5.645017	5.334735	4.572059	5.391951	4.890292	4.522790	3.674512	5.182786	5.581776	3.790880	4.058999	4.975298	5.320313	4.814991	4.980799	4.556371	5.381095	4.693356	4.765395	9.000000
11.781158	4.040036	6.328811	6.650190	5.062467	6.061953	4.348143	4.365563	5.741255	5.632521	5.778007	4.627539	5.248077	5.892307	5.491623	4.769225	5.486564	4.666001	4.417695	4.009083	5.444548	5.643577	3.477914	3.957487	4.901587	5.484730	4.557373	4.750902	4.493405	5.215001	4.835662	4.601405	1.000000
-0.357051	4.584254	4.943513	9.689684	7.028177	6.124063	2.860126	6.360343	7.655430	6.057390	5.838788	4.754818	5.263177	5.569585	5.354317	4.717829	5.360584	4.965003	4.558126	3.742672	5.204166	5.683221	3.769186	4.199859	5.012725	5.371616	4.931250	4.803163	4.580473	5.299184	4.660824	4.732604	5.000000
0.210818	4.453166	5.400305	8.849144	6.798056	5.930824	2.770807	6.369974	7.812507	6.022970	5.829618	4.748193	5.223630	5.576493	5.338934	4.732011	5.336582	4.938454	4.526322	3.774839	5.236416	5.684741	3.756228	4.186798	5.018417	5.374185	4.890907	4.781275	4.553956	5.288527	4.671902	4.705203	5.000000
-0.494056	-0.239385	7.586614	8.821309	7.073261	5.186711	2.762368	4.442062	6.056646	5.973202	5.842519	4.845285	5.162939	5.648795	5.478822	4.758276	5.229326	4.999817	4.551733	3.629840	5.227445	5.868717	3.717004	4.212792	4.915549	5.440392	4.885451	4.811844	4.655882	5.240486	4.651210	4.633853	3.000000
-0.793747	4.097905	0.179494	7.150273	5.195796	7.307960	6.033007	3.770847	5.406948	6.161481	5.785408	4.701282	5.167494	5.654626	5.334761	4.515318	5.368297	4.854562	4.549239	3.659902	5.157273	5.589747	3.778576	4.036133	4.961853	5.318309	4.820738	5.040285	4.552407	5.386956	4.687209	4.808566	9.000000
0.734495	8.066094	9.494296	5.015774	1.552793	9.083210	1.860902	3.005183	5.731665	6.149305	5.652473	4.722718	5.127730	5.903154	5.340168	4.683523	5.238229	4.807247	4.526208	3.449961	5.289299	5.839780	3.802876	4.045336	4.923852	5.443162	4.797527	4.652485	4.759478	5.328035	4.670421	4.833914	0.000000
-0.007176	5.128043	7.103487	8.018129	5.368671	6.565566	5.217020	5.497231	4.551685	6.104346	5.736866	4.785627	5.182660	5.755219	5.516770	4.679533	5.318884	4.954486	4.568760	3.714263	5.177305	5.688304	3.702067	4.079938	4.982829	5.354151	4.873409	4.740918	4.544789	5.297573	4.692233	4.702345	8.000000
-0.009121	4.311309	5.295814	9.209986	6.924034	5.991839	2.751173	6.379438	7.793862	6.034479	5.834357	4.752559	5.238586	5.572174	5.344657	4.729206	5.342371	4.948962	4.539501	3.761820	5.224735	5.688725	3.761083	4.195851	5.014607	5.375180	4.906905	4.789461	4.564704	5.291121	4.666956	4.714055	5.000000
12.524137	3.905635	6.417605	6.726534	4.843588	6.225008	4.408455	4.426308	5.636754	5.495433	5.837300	4.650964	5.321863	5.894485	5.511150	4.888996	5.490963	4.545209	4.193455	4.091462	5.468931	5.536578	3.529808	3.941908	4.877721	5.507024	4.543438	4.838363	4.528707	5.236515	5.065648	4.547391	1.000000
0.978421	7.912211	9.828773	4.617828	0.925593	9.342744	1.377352	2.746919	5.930927	6.125373	5.646736	4.728128	5.106385	5.912716	5.329367	4.687110	5.223738	4.823401	4.508214	3.458905	5.309434	5.881815	3.811102	4.079619	4.916991	5.440230	4.739742	4.713436	4.716805	5.359439	4.669587	4.820107	0.000000
0.741697	7.168928	9.108310	4.735154	0.976786	9.271114	1.354322	2.972138	5.936217	6.049430	5.710633	4.770370	5.096075	5.959198	5.310054	4.691643	5.185326	4.791398	4.505110	3.430283	5.290973	5.847619	3.878891	4.082697	4.839208	5.435020	4.756379	4.692906	4.637688	5.336584	4.634648	4.920664	0.000000
11.249867	4.097434	6.558730	6.664127	4.867786	6.100750	4.522349	4.506655	5.643774	5.551816	5.905015	4.697629	5.334919	5.852749	5.552747	4.882759	5.515986	4.586734	4.202394	4.078780	5.434954	5.525735	3.496504	3.987755	4.917402	5.511214	4.556868	4.814516	4.537135	5.187413	5.095397	4.541809	1.000000
-0.325676	3.946894	5.771712	9.425166	6.834504	6.117394	3.246834	6.048438	6.996466	6.060109	5.819319	4.772894	5.247353	5.609185	5.399048	4.717752	5.338271	4.968847	4.563101	3.726811	5.198928	5.702826	3.749955	4.184067	4.998585	5.377128	4.924439	4.788805	4.584419	5.288764	4.664999	4.718294	5.000000
1.334339	10.588248	9.457950	6.279504	7.729196	5.529707	5.675635	4.545980	5.266464	6.044469	5.666620	4.744506	5.320581	5.686053	5.472690	4.692215	5.453459	5.023873	4.407429	3.870465	5.213794	5.515454	3.568170	3.945756	5.126039	5.349854	4.945377	4.665762	4.564579	5.194787	4.734172	4.684481	6.000000
1.209492	10.957213	9.156748	6.006775	7.459520	5.471196	5.476225	4.351773	5.241694	6.063172	5.684228	4.745791	5.269017	5.682755	5.477982	4.669204	5.424490	4.995479	4.416816	3.834939	5.231664	5.512313	3.625252	3.946657	5.127294	5.345133	4.941097	4.640975	4.590014	5.183517	4.725778	4.701199	6.000000
-0.272713	0.895916	7.582031	8.844882	6.630364	5.395325	3.167012	4.873430	6.086368	5.989148	5.810007	4.839875	5.192690	5.662880	5.472883	4.763877	5.233399	4.983761	4.559410	3.651538	5.212655	5.812575	3.727332	4.209384	4.931268	5.420897	4.887771	4.786053	4.626929	5.257076	4.666222	4.644856	3.000000
0.198485	3.526769	6.596599	7.523218	5.558482	6.102798	4.488240	5.237508	5.413564	6.039923	5.774038	4.794786	5.164777	5.700644	5.464289	4.692467	5.288617	4.925171	4.542074	3.722365	5.213953	5.708393	3.706711	4.117068	4.970153	5.383272	4.839255	4.780641	4.556387	5.283520	4.693750	4.678491	7.000000
