0.0384	-1.3905	-0.0810	0.0000	0.7077	-1.1661	-0.8068	0.0000
-2.1349	-0.6111	-0.0810	0.0000	0.5218	-0.6722	-0.3694	0.0000
0.4007	-0.6111	-0.0810	0.0000	0.0572	-0.5824	-0.2721	0.0000
0.5559	0.0265	-0.0810	0.0000	0.3360	-0.2233	-0.7582	0.0000
-1.3070	-1.1780	-0.0810	0.0000	0.6148	-1.1212	-0.8068	0.0000
0.9699	-0.6820	-0.0810	0.0000	-1.1508	-0.5376	-0.2721	0.0000
-0.9965	-1.4614	-0.0810	0.0000	-0.4074	-1.2110	-0.8554	0.0000
-1.4105	-1.0363	-0.0810	0.0000	0.2431	-0.9865	-0.6124	0.0000
-1.4622	-0.3277	-0.0810	0.0000	-0.2216	0.0461	0.2625	0.0000
-0.3238	-0.6111	-0.0810	0.0000	0.7077	-1.4354	-1.0498	0.0000
-0.3238	-1.7448	-0.0810	0.0000	0.8006	-1.0314	-0.7096	0.0000
-1.2035	-0.0443	-0.0810	0.0000	-0.4074	-1.4803	-1.0984	0.0000
-0.4790	-1.1780	-0.0810	0.0000	-0.2216	-1.1661	-0.8068	0.0000
0.1419	0.0974	-0.0810	0.0000	-0.2216	-0.8069	-0.8068	0.0000
-1.3587	-0.3986	-0.0810	0.0000	-0.0357	-1.5252	-1.1470	0.0000
-1.2035	-0.6111	-0.0810	0.0000	-0.2216	-0.2682	0.0195	0.0000
-0.7378	-0.2569	-0.0810	0.0000	-0.9650	-1.1661	-0.8068	0.0000
-0.2203	-1.5322	-0.0810	0.0000	0.6148	0.0910	0.3111	0.0000
-1.3070	-0.6111	-0.0810	0.0000	-0.8720	-0.9865	-0.6610	0.0000
-0.3755	0.5934	-0.0810	0.0000	-0.8720	-1.3007	-0.9526	0.0000
-0.4273	-0.2569	-0.0810	0.0000	-0.9650	-1.2559	-2.5079	0.0000
-0.8930	-1.8157	-0.0810	0.0000	2.2874	-2.0190	-1.8274	0.0000
0.1419	0.3808	-0.0810	0.0000	-0.6862	-0.7171	-0.4180	0.0000
-0.9448	-2.3116	-0.0810	0.0000	0.7077	-1.7497	-1.3900	0.0000
-0.6343	-0.6820	-0.0810	0.0000	-0.0357	-1.2559	-1.3900	0.0000
-0.9965	-0.8237	-0.0810	0.0000	-0.0357	-0.2682	0.0195	0.0000
-1.2035	-0.6111	-0.0810	0.0000	-0.1286	-0.7620	-0.4666	0.0000
-1.4105	0.1682	-0.0810	0.0000	0.1501	-0.8069	-0.5152	0.0000
-0.2721	-0.8237	-0.0810	0.0000	0.4289	-0.6722	-0.3694	0.0000
-0.2721	-0.6820	-0.0810	0.0000	-0.1286	-0.8518	-0.5152	0.0000
0.2454	-0.7529	-0.0810	0.0000	-0.4074	-1.0763	-0.7582	0.0000
-0.7378	-1.1071	-0.0810	0.0000	-0.9650	-0.6722	-0.3694	0.0000
0.4007	0.1682	-0.0810	0.0000	-1.3367	-0.5824	-0.2721	0.0000
-0.4273	-1.3905	-0.0810	0.0000	-0.5933	-0.6722	-0.3694	0.0000
-1.2552	-0.9654	-0.0810	0.0000	-1.6154	-1.3905	-1.0012	0.0000
-0.6343	0.3808	-0.0810	0.0000	-0.6862	-0.5376	-0.2721	0.0000
-0.9965	0.2391	-0.0810	0.0000	-0.5933	-0.9416	-0.6124	0.0000
0.8664	-0.1152	-0.0810	0.0000	0.9865	-0.8967	-0.5638	0.0000
-0.8413	-0.4694	-0.0810	0.0000	-1.2437	-0.9865	-0.6610	0.0000
-0.5308	-0.1860	-0.0810	0.0000	-0.0357	-1.2559	-1.0984	0.0000
-0.7895	-0.2569	-0.0810	0.0000	0.3360	-0.8069	-0.5152	0.0000
-0.9448	-0.8237	-0.0810	0.0000	0.9865	-0.4029	-0.1263	0.0000
-0.4273	0.0974	-0.0810	0.0000	-0.3145	-0.4927	-0.2235	0.0000
-1.0483	-0.7529	-0.0810	0.0000	0.1501	-0.7620	-0.4666	0.0000
0.6594	-0.2569	-0.0810	0.0000	-0.0357	-0.6722	-0.5152	0.0000
-1.6175	-0.7529	-0.0810	0.0000	-0.3145	-0.3580	-0.0777	0.0000
-0.2203	-0.9654	-0.0810	0.0000	0.6148	0.2256	0.4569	0.0000
-0.2721	-0.6111	-0.0810	0.0000	-0.8720	-0.9865	-0.6124	0.0000
-0.3238	-0.9654	-0.0810	0.0000	0.8935	-1.5701	-1.1956	0.0000
-1.3070	-1.1071	-0.0810	0.0000	-0.5003	-0.7620	-0.4180	0.0000
-0.5825	0.2391	-0.0810	0.0000	-0.5933	-0.3580	-0.7582	0.0000
-0.9965	-1.3197	-0.0810	0.0000	-0.3145	-2.1088	-1.6816	0.0000
-1.3587	-0.8946	-0.0810	0.0000	-1.2437	-0.4927	-0.2235	0.0000
-1.3070	0.6642	-0.0810	0.0000	-1.0579	0.1359	0.3597	0.0000
-0.0651	-0.1152	-0.0810	0.0000	-2.4518	-1.5252	-1.2442	0.0000
0.2972	-0.1152	-0.0810	0.0000	-1.8942	-0.7620	-0.4666	0.0000
0.1419	-0.8237	-0.0810	0.0000	-1.2437	-0.6273	-0.3207	0.0000
-0.4273	-0.9654	-0.0810	0.0000	-0.3145	-0.7620	-0.4666	0.0000
-0.2203	-1.0363	-0.0810	0.0000	-1.7084	-0.7620	-0.4180	0.0000
-0.3238	-0.7529	-0.0810	0.0000	0.5218	-0.7171	-0.4180	0.0000
-0.2203	0.5225	-0.0810	0.0000	0.1501	-0.1784	0.1167	0.0000
0.1937	-0.8946	-0.0810	0.0000	-0.6862	-0.9865	-0.6610	0.0000
-0.6343	-0.5403	-0.0810	0.0000	-0.0357	-0.1335	0.1167	0.0000
-1.5657	-1.3197	-0.0810	0.0000	-0.2216	-1.1661	-0.8068	0.0000
-0.0651	-1.3905	-0.0810	0.0000	0.2431	-0.7620	-0.4180	0.0000
-1.2552	-0.3986	-0.0810	0.0000	0.5218	0.0910	0.3597	0.0000
-1.2035	-0.8237	-0.0810	0.0000	-0.6862	-0.7620	-0.4666	0.0000
0.1937	0.5934	-0.0810	0.0000	-0.5933	-0.1335	0.1167	0.0000
-1.2035	-0.8237	-0.0810	0.0000	-0.5003	-1.0763	-0.7582	0.0000
-0.6860	-0.0443	-0.0810	0.0000	0.7077	-0.4478	-0.1749	0.0000
-1.1517	-1.6031	-0.0810	0.0000	-1.3367	-1.1212	-0.8068	0.0000
-0.2203	0.1682	-0.0810	0.0000	-0.1286	-1.0763	-0.7582	0.0000
-0.5825	0.0974	-0.0810	0.0000	-0.5933	-0.6273	-0.3207	0.0000
