10.561329	7.399113	4.753438	4.552933	4.732578	4.363812	5.094075	5.004916	8.058531	5.783611	3.591133	4.472105	4.446153	5.052133	4.097390	4.835248	5.120298	6.410686	3.605043	4.117936	6.823799	5.225072	5.492097	4.546516	5.117919	5.357183	1.768514	3.041444	4.473629	4.924090	4.145830	3.717522	3.482745	4.347012	5.040401	4.541007	6.357713	6.996433	4.605904	5.292979	5.677301	0.446107	4.130786	5.724335	4.007844	3.392563	4.195369	5.171536	8.840797	5.317888	3.838562	4.847666	4.984901	3.928207	4.963794	4.351554	4.885793	5.394502	5.904572	4.949373	5.995662	3.979504	4.270323	4.497968	4.780274	4.999863	4.401788	5.713748	1.499791	4.261293	4.782813	5.815877	4.416649	4.648156	6.006364	5.089090	5.132077	4.908805	4.862019	4.945089	5.132341	4.772532	5.249002	4.785124	5.572645	4.923915	4.333970	4.986058	5.038039	4.757139	0.437025	4.838828	5.472460	4.433981	2.393960	5.431774	4.963490	4.611498	5.084103	5.804975	1.000000
9.228995	5.530211	4.682723	3.283756	4.410383	3.369105	5.049497	4.753726	4.556589	5.236046	4.683308	2.119545	2.543259	4.815365	2.601715	2.399906	6.331863	5.368430	3.668315	4.758699	6.724308	5.632404	4.579627	5.426578	5.068503	4.592852	5.310126	2.656253	3.997033	5.403974	4.886737	4.022544	4.858842	2.857867	4.458729	2.433625	6.272255	5.187123	5.321558	5.135636	6.150740	4.248400	5.024687	5.574942	4.529801	3.864444	3.991106	5.187452	8.375977	5.321073	4.231588	4.780391	4.908239	3.800000	4.746606	4.972003	5.493384	5.361094	7.245147	4.745163	6.275513	4.111954	4.473577	3.921112	4.847017	5.100904	4.374268	5.284716	1.875706	4.481795	4.622124	5.840937	4.464198	4.660711	6.169869	5.181385	5.124192	4.716473	4.951540	4.992039	5.177263	4.816244	5.146690	4.798947	5.486383	4.866164	4.305168	5.000449	5.106617	4.755784	0.388327	4.930958	5.624406	4.424456	3.241143	5.372779	4.969759	4.572437	4.736036	5.804485	0.000000
10.643034	7.553447	4.747448	4.544564	4.716266	4.357968	5.076645	4.997923	8.810451	5.751503	3.576600	4.466534	4.446322	5.051013	4.101383	4.810612	5.121459	5.883593	3.622833	4.091388	6.832846	5.237151	5.480592	4.544196	5.041644	5.345292	8.324005	2.994155	4.464504	4.936904	4.155707	3.673153	4.161327	4.359401	5.022122	4.514903	3.023480	6.973776	4.576868	5.278133	5.704849	5.483013	4.104258	5.732468	4.859399	3.435146	4.203558	5.212377	8.838834	3.567823	3.841944	4.851369	5.019992	3.915554	4.963820	4.363774	4.876580	5.389615	5.899676	4.959034	6.025373	3.956219	4.178658	4.479074	4.760447	5.007792	4.377192	5.708562	1.477094	4.264483	4.786521	5.864905	4.410085	4.587816	6.044907	5.118430	5.129463	4.898187	5.689922	5.052925	5.102587	4.795403	5.264410	4.779426	5.567732	4.884682	4.334083	4.976189	5.043894	4.794230	0.460295	4.873325	6.732449	4.417070	3.518651	5.421505	4.983693	4.613732	5.684963	5.806942	1.000000
10.579708	7.253133	4.757827	4.519226	4.721573	4.374583	5.067866	4.979230	6.778720	5.741611	3.558060	4.505990	4.433444	5.051164	4.101397	4.823155	5.130190	4.626040	3.638085	4.096612	6.813536	5.266385	5.475233	4.536360	5.088562	5.354886	7.362389	3.040240	4.461356	4.890223	4.142478	3.725568	6.604095	4.358690	5.020422	4.504797	10.434349	6.968935	4.579893	5.298959	5.698780	4.568425	4.138423	5.707233	4.078561	3.411971	4.210587	5.224756	8.830943	9.552351	3.852200	4.833333	4.949432	3.927304	4.958253	4.354296	4.883705	5.444121	5.885743	4.959956	6.012556	4.075440	4.167611	4.473185	4.761950	4.995379	4.418108	5.697297	1.475600	4.257209	4.772638	5.852354	4.414312	4.914327	6.091209	5.082702	5.134198	4.920454	4.171476	4.663758	5.114474	4.803509	5.285806	4.773057	5.549288	4.899949	4.331033	4.987797	5.045250	4.772309	0.458681	4.814377	4.144474	4.424558	4.309390	5.435975	4.964033	4.618961	4.126108	5.806657	1.000000
10.093849	3.321386	4.736563	4.528261	4.737595	4.365124	5.094008	5.024072	4.539778	5.760498	3.586705	4.481438	4.438736	5.029581	4.101925	4.828360	5.122694	5.366920	8.153811	3.967599	6.765180	5.207099	5.470862	4.555750	8.732656	5.363972	5.229431	3.031069	4.460623	4.930587	4.161289	3.682365	4.846270	4.370775	5.040113	4.525387	6.296955	6.972157	4.587449	5.297584	5.713625	4.248425	4.135807	5.730564	4.504273	3.404678	4.193330	5.198437	8.817506	5.289423	3.846057	4.840778	4.980632	3.902367	4.972126	4.353233	4.890449	2.150942	5.921013	4.960421	6.035084	5.609293	4.460191	4.446322	4.774489	4.999996	4.406884	5.693816	1.473657	4.256353	4.774093	5.835047	4.415073	4.661262	6.397663	5.082910	5.102006	4.902921	4.919503	4.953520	5.112810	4.851451	5.242335	4.781836	5.563617	4.875854	4.028216	5.006186	5.070514	4.760436	0.443081	5.355680	5.658976	4.436440	3.359414	5.445741	4.106238	4.621682	4.719499	5.806804	2.000000
10.638298	7.588882	4.750188	4.539553	4.712496	4.361641	5.084970	5.016481	8.646481	5.757064	3.585896	4.485108	4.439787	5.063324	4.086020	4.820348	5.115215	6.236472	3.579010	4.096709	6.826394	5.226021	5.484681	4.540614	5.085191	5.359418	4.933307	3.010142	4.471222	4.914677	4.162988	3.700905	3.652302	4.353254	5.035305	4.516156	4.618351	6.992216	4.601929	5.287033	5.704409	2.995406	4.112630	5.730318	4.429520	3.431659	4.207900	5.180604	8.827064	4.358610	3.849298	4.833710	5.001764	3.897445	4.958968	4.342160	4.865805	5.391660	5.894134	4.958661	6.015717	3.965568	5.202784	4.465673	4.767511	5.007398	4.406211	5.736327	1.482298	4.255087	4.783403	5.831801	4.403684	4.681237	6.028096	5.104774	5.121459	4.903887	1.351837	5.079882	5.111301	4.936529	5.266592	4.780262	5.560266	4.906127	4.332147	4.980175	5.041744	4.786492	0.457752	4.843576	5.274922	4.430513	4.367549	5.448725	4.935164	4.611203	4.146330	5.823686	1.000000
10.632178	7.459677	4.746146	4.501715	4.750937	4.391705	5.092684	5.015711	1.312954	5.778043	3.579567	4.456860	4.421590	5.033251	4.102958	4.838460	5.137154	5.961785	3.631600	4.060246	6.829315	5.226610	5.491597	4.545557	5.029915	5.383444	5.006485	3.082170	4.461741	4.909461	4.129538	3.654564	5.147694	4.356160	5.013039	4.552564	4.204272	6.988641	4.625955	5.287026	5.683353	4.498876	4.132772	5.706565	5.157399	3.397559	4.217253	5.206717	8.858062	6.127038	3.863416	4.859926	2.651253	3.919436	4.961942	4.344880	4.895438	5.428400	5.900208	4.955162	6.038992	4.050906	3.560219	4.464782	4.778759	5.026104	4.408354	5.696162	1.499111	4.236959	4.781062	5.845598	4.399427	8.948528	6.017315	5.081403	5.140174	4.903931	4.392877	6.286700	5.115781	4.927376	5.309370	4.777315	5.555764	4.898120	4.298108	4.986802	5.042243	4.772815	0.445131	4.925145	5.682372	4.406244	1.088641	5.464617	4.958990	4.610130	4.983998	5.836859	1.000000
10.544388	7.200553	4.748483	4.491614	4.748500	4.371922	5.066853	4.988124	6.706773	5.737034	3.567103	4.508439	4.439060	5.060445	4.094059	4.820718	5.122104	4.562429	3.628919	4.092127	6.824351	5.242193	5.463818	4.529357	5.050316	5.352011	7.578827	3.044888	4.451287	4.899566	4.162331	3.730039	6.697427	4.344308	5.021023	4.503055	10.704519	6.946961	4.570606	5.280268	5.701835	4.779378	4.126843	5.715946	4.011359	3.437222	4.232425	5.212525	8.831998	10.009013	3.859710	4.824976	4.949986	3.914164	4.966136	4.347292	4.862683	5.468557	5.890097	4.948890	6.018037	4.103885	3.709415	4.465238	4.762856	4.992523	4.405365	5.710769	1.515355	4.273835	4.783992	5.851818	4.425281	4.955558	6.096696	5.090605	5.133835	4.916790	4.457013	4.553971	5.106108	4.755281	5.311845	4.769493	5.550897	4.902134	4.307377	4.998885	5.040728	4.761136	0.480225	4.822277	4.033584	4.455593	3.937396	5.433340	4.962687	4.604534	4.244836	5.802077	1.000000
10.646304	7.555681	4.750919	4.535624	4.719613	4.362484	5.073921	5.002786	8.773833	5.752447	3.577183	4.466146	4.444540	5.051671	4.100853	4.813389	5.119538	5.879431	3.616858	4.089036	6.829063	5.233577	5.479885	4.543450	5.052790	5.346167	8.146098	2.994373	4.463278	4.932091	4.159153	3.669237	4.188686	4.358053	5.018796	4.515558	3.240187	6.976069	4.572898	5.279907	5.709812	5.326630	4.102012	5.728967	4.827476	3.438167	4.201185	5.210280	8.836415	3.729977	3.846059	4.844500	5.018391	3.913907	4.965600	4.359498	4.875709	5.389049	5.902319	4.958387	6.031324	3.957117	4.331850	4.476679	4.759839	5.010154	4.382874	5.714042	1.472880	4.272503	4.782275	5.864276	4.409916	4.602745	6.053777	5.119187	5.126474	4.898032	5.069322	5.066951	5.105134	4.792440	5.259992	4.781751	5.560657	4.891382	4.329389	4.976754	5.038771	4.797394	0.457632	4.878334	7.363089	4.423055	3.851878	5.428701	4.983098	4.618232	6.192153	5.809682	1.000000
10.087262	2.398278	4.729875	4.578499	4.684513	4.385429	5.073601	4.991611	4.592776	5.795805	3.589641	4.469869	4.434631	5.070760	4.106539	4.844635	5.125435	5.293581	6.041036	4.011092	6.814019	5.202621	5.489551	4.537878	0.788319	5.359561	5.286371	2.991414	4.460867	4.923171	4.185833	3.694715	4.906397	4.342565	4.992676	4.515999	6.369578	6.990671	4.582147	5.302570	5.725399	4.267571	4.100026	5.728436	4.452851	3.428446	4.194216	5.190001	8.844263	5.326285	3.875585	4.895822	5.007245	3.912668	4.960779	4.350616	4.886598	5.983050	5.896227	4.940910	6.044168	4.048204	4.469556	4.481304	4.776985	4.955316	4.370422	5.693144	1.477649	4.245782	4.784659	5.863175	4.444246	4.665763	3.230519	5.107381	5.138546	4.909363	4.869825	4.987404	5.092974	4.752708	5.223586	4.789899	5.523877	4.895463	4.577378	4.989504	5.085557	4.765847	0.447449	6.124408	5.652977	4.452093	3.343445	5.442469	4.332892	4.610524	4.759038	5.805737	2.000000
