-2.8545	-2.8648	0
2.8841	3.0415	0
2.9418	-2.9899	0
-2.8357	2.7294	0
0.0959	-0.1005	1
2.8908	0.0921	0
0.047	2.6847	0
-2.4918	0.1121	0
0.0511	-2.6946	0
-1.1505	-1.3748	0
-1.0575	1.1994	2
1.3384	0.7167	0
1.3722	-0.8456	3
-1.1268	-0.1066	5
-0.015	-1.1682	1
0.059	0.9588	4
0.9635	-0.0741	3
1.8117	-0.0911	0
0.6607	0.5356	3
-0.5101	0.3267	1
-0.4691	-0.4966	1
-2.5244	-1.4031	0
0.6915	1.8043	0
-1.6508	2.2281	0
1.026	-0.5227	3
-1.1761	-2.5738	0
-0.8722	-0.8776	5
-1.9572	1.0614	0
1.2038	0.2713	3
0.5564	-0.021	3
1.3464	2.9298	0
0.0018	-0.6671	1
-0.6047	1.7225	0
0.8321	0.2173	3
-1.7473	-0.598	0
-1.3992	0.6467	0
0.3865	-0.4599	1
1.5099	1.6898	0
-0.4166	-0.9275	1
0.2384	0.3366	0
0.1179	1.5721	4
1.5246	-2.7539	0
-0.3717	-0.0798	1
0.757	-0.2859	3
-0.5437	0.9887	2
-1.7422	-1.8735	0
0.2335	2.0863	0
0.826	-0.9798	0
1.1919	-0.2166	3
-0.1375	-0.3649	1
2.1912	-1.9221	0
-1.7569	-1.2249	0
0.4529	1.2372	4
-1.4329	1.5303	0
-1.2623	-0.5933	5
-0.8915	-0.4854	5
-0.1923	0.1979	1
-0.8311	-1.8612	0
2.8171	1.4618	0
0.7661	-0.0185	3
0.1111	-0.3661	1
2.7869	-1.2764	0
-1.4866	-0.8631	5
-0.2396	1.2518	0
1.0365	1.3201	0
-0.4205	-1.3506	0
-1.0371	0.811	2
-0.6174	-0.2436	1
-1.4185	1.0746	0
-0.3475	-0.3129	1
-2.9025	1.5883	0
-0.2484	-0.6913	1
0.4117	1.6694	4
1.0838	0.0777	3
-1.3707	-0.302	5
1.4385	-1.9951	0
-0.2554	0.8043	0
-0.9997	2.9012	0
-0.7112	1.3369	2
1.3892	-0.4771	3
0.6071	0.2606	3
0.9817	-0.265	3
0.9226	-3.0318	0
2.2489	2.0135	0
0.2528	-1.622	0
-0.0081	-0.9142	1
-0.1476	-0.1721	1
0.4459	0.8303	3
0.0672	1.3006	4
-1.1741	-0.8532	5
-0.9845	1.5638	2
2.8156	-1.971	0
-2.5757	-0.6035	0
0.7093	0.1203	3
-0.4335	-0.7197	1
-1.8386	-2.8635	0
-0.2688	-0.5073	1
-2.1041	-0.2475	0
2.0407	-1.034	0
2.4067	0.8221	0
0.9129	-0.4075	3
-0.8262	1.0018	2
-0.104	0.012	1
-1.4807	0.0379	0
-1.048	0.3437	0
-0.851	-1.2645	0
0.1988	-0.788	1
-1.1296	-0.3823	5
0.4949	2.4301	0
-0.0777	1.7355	4
-2.4485	2.0446	0
0.825	-0.1379	3
2.0951	-2.7821	0
0.7638	0.8354	3
2.368	-0.1644	0
-2.3271	-2.209	0
2.2434	2.6845	0
-0.3884	-2.2043	0
-0.2375	-0.8735	1
0.0602	0.0843	1
1.1017	-0.3256	3
-0.4694	2.8635	0
0.7503	-1.9439	0
0.9059	0.048	3
0.6688	1.4105	0
-0.1054	-0.5239	1
3.0178	2.0925	0
-0.5104	0.0763	1
-2.0472	0.4271	0
-0.4943	1.3466	2
-0.0859	1.4946	4
-0.7351	0.7919	2
-0.6739	-2.8583	0
0.2633	1.8047	4
1.092	-0.0939	3
0.4368	0.5758	3
-1.1194	-1.0886	5
0.267	1.0848	4
2.5333	-2.4391	0
0.788	0.3852	3
-2.9819	-1.1208	0
-1.4385	-1.1269	5
-2.6523	1.1184	0
-0.8064	2.2081	0
-1.4202	-0.5022	5
2.09	1.3391	0
0.317	1.4998	4
-0.9151	1.3624	2
-1.2097	-2.077	0
-0.2461	0.0226	1
1.7584	2.6362	0
2.0633	0.3196	0
0.9619	0.1449	3
-2.0017	1.8745	0
-0.4257	-0.2113	1
0.1586	-0.612	1
1.2197	-0.4048	3
-0.264	-0.2105	1
0.5799	3.0251	0
-0.0619	2.034	0
-2.2834	2.9525	0
-0.3946	2.1954	0
-0.7376	-0.6748	1
-2.9094	-0.1319	0
-0.0268	-0.4257	1
-1.0828	-0.6086	5
-0.8068	0.5142	0
1.0213	-0.1701	3
1.8611	-2.4633	0
0.6952	-0.1555	3
-0.2027	-1.0365	1
1.0852	-2.6308	0
2.2044	-2.2916	0
-0.0819	0.6255	0
0.6067	0.1339	3
-0.039	-0.2153	1
-0.1255	-0.7434	1
-1.1982	-1.6101	0
-0.0443	0.3301	1
-0.3492	-2.6322	0
-2.7984	-1.7756	0
-0.4671	-0.3584	1
-0.7027	1.1105	2
-2.1489	-0.6244	0
-0.3607	-0.4607	1
0.398	-1.274	0
0.2519	1.2832	4
-0.8002	1.5076	2
-0.5459	0.6391	0
1.7433	-0.5273	0
2.0297	1.6895	0
-0.3739	-1.1269	1
2.9377	2.5105	0
0.6526	0.0365	3
0.8219	0.0916	3
-1.1288	0.0992	0
-0.0663	-0.0896	1
-1.3805	-0.7172	5
-1.4906	-1.6371	0
0.475	1.5479	4
-0.1426	-0.6305	1
-0.8844	-1.4631	0
1.007	-0.6638	3
2.5183	1.7213	0
0.9222	-0.1634	3
-1.7444	-2.3852	0
-2.8648	0.4104	0
0.0422	2.3707	0
-1.8648	-0.8398	0
0.2401	-0.3326	1
0.7737	-2.4268	0
-2.008	2.5234	0
-0.3582	0.1827	1
1.0739	-0.4224	3
-1.7833	1.4707	0
-0.5356	1.1709	2
-0.9722	-1.155	5
-1.1928	-0.2509	5
1.0071	-0.3514	3
0.2819	1.6504	4
2.5058	-1.5904	0
0.1044	1.1369	4
0.9337	0.3417	3
1.5461	0.0995	0
0.6746	0.6832	3
0.2433	0.9243	4
0.1532	0.7204	4
-0.263	-0.3895	1
0.254	0.0499	1
2.9329	-0.2935	0
-0.9744	0.9574	2
0.726	0.2155	3
-0.2215	2.5303	0
-2.3492	-2.943	0
-0.1694	-0.0734	1
1.3173	2.1493	0
1.9455	2.953	0
0.0922	-0.2465	1
-1.5489	-0.2701	5
-1.4552	3.0522	0
1.0092	0.0033	3
-2.4792	1.4319	0
-0.7971	2.564	0
0.9031	2.68	0
-0.306	-0.7837	1
0.5115	1.7318	4
0.4361	1.8539	4
-1.2506	-0.4536	5
0.47	-2.9009	0
-0.2103	-1.7737	0
-0.1532	-1.4315	0
0.5985	0.4107	3
-0.0291	-0.3335	1
-1.0367	1.8348	0
-1.9912	-2.1115	0
-0.8246	1.261	2
0.7562	0.0557	3
2.4509	-0.8511	0
3.0215	1.1955	0
2.6027	2.4921	0
0.0433	-1.0127	1
2.8413	-2.3157	0
-1.3268	-0.9168	5
-1.2884	-0.0743	5
2.8214	0.6769	0
2.1686	-2.5065	0
-0.0859	0.1187	1
-0.2403	1.8732	0
0.8525	-0.2182	3
0.0342	-0.5446	1
